frame.time_epoch,ip.src,ip.dst,_ws.col.protocol,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,tcp.flags.syn,tcp.flags.ack,tcp.flags.reset,tcp.flags.fin,frame.len
"1528105147.668760000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105147.668763000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1133"
"1528105147.668768000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1000"
"1528105147.681196000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1045"
"1528105147.681201000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1394"
"1528105147.681205000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1485"
"1528105147.693572000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","843"
"1528105147.693576000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1332"
"1528105147.693582000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1341"
"1528105147.706063000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","861"
"1528105147.706066000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105147.706070000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","561"
"1528105147.706077000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1221"
"1528105147.718455000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1124"
"1528105147.718462000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1019"
"1528105147.718469000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1261"
"1528105147.730908000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","919"
"1528105147.730915000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1111"
"1528105147.730925000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","500"
"1528105147.743318000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1109"
"1528105147.743321000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105147.743324000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","574"
"1528105147.743329000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1034"
"1528105147.755759000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1191"
"1528105147.755762000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","893"
"1528105147.755769000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1491"
"1528105147.768180000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1052"
"1528105147.768186000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","791"
"1528105147.768191000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","441"
"1528105147.780617000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","948"
"1528105147.780620000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105147.780622000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1060"
"1528105147.780627000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","633"
"1528105147.793068000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","614"
"1528105147.793088000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1510"
"1528105147.793097000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","903"
"1528105147.805478000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","743"
"1528105147.805483000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1268"
"1528105147.805488000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","507"
"1528105147.817931000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","546"
"1528105147.817933000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105147.817936000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","939"
"1528105147.817941000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1475"
"1528105147.830352000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1405"
"1528105147.830358000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1186"
"1528105147.830364000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","621"
"1528105147.842767000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","890"
"1528105147.842772000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1173"
"1528105147.842777000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","441"
"1528105147.855188000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1054"
"1528105147.855193000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105147.855196000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1269"
"1528105147.855199000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","505"
"1528105147.867642000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1264"
"1528105147.867662000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","604"
"1528105147.867667000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","764"
"1528105147.880080000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","769"
"1528105147.880085000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","889"
"1528105147.880090000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1023"
"1528105147.892498000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","917"
"1528105147.892501000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105147.892504000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","682"
"1528105147.892509000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","477"
"1528105147.904937000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1260"
"1528105147.904941000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","921"
"1528105147.904974000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1149"
"1528105147.917355000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","673"
"1528105147.917363000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1090"
"1528105147.917370000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","450"
"1528105147.929828000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1166"
"1528105147.929832000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105147.929834000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","601"
"1528105147.929838000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1248"
"1528105147.942207000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1422"
"1528105147.942212000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","762"
"1528105147.942229000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","992"
"1528105147.954603000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1173"
"1528105147.954608000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","711"
"1528105147.954613000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","916"
"1528105147.967170000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","530"
"1528105147.967234000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105147.967240000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","590"
"1528105147.967247000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1411"
"1528105147.979582000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","554"
"1528105147.979592000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","786"
"1528105147.979597000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","707"
"1528105147.991932000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1497"
"1528105147.991936000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","763"
"1528105147.991941000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","656"
"1528105148.004385000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1112"
"1528105148.004388000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105148.004390000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","493"
"1528105148.004395000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","569"
"1528105148.018685000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","639"
"1528105148.018689000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","657"
"1528105148.018694000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1283"
"1528105148.031155000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1299"
"1528105148.031159000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","613"
"1528105148.031164000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","965"
"1528105148.043604000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","687"
"1528105148.043730000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1319"
"1528105148.043750000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","853"
"1528105148.044779000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105148.056018000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","613"
"1528105148.056023000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1471"
"1528105148.056027000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1319"
"1528105148.068456000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","529"
"1528105148.068464000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1429"
"1528105148.068475000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","460"
"1528105148.080888000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1423"
"1528105148.080894000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105148.080900000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","911"
"1528105148.080909000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1435"
"1528105148.093278000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1264"
"1528105148.093286000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","640"
"1528105148.093304000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1062"
"1528105148.105708000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1040"
"1528105148.105727000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1096"
"1528105148.105734000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","696"
"1528105148.118154000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1311"
"1528105148.118158000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105148.118161000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","997"
"1528105148.118167000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","632"
"1528105148.130568000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","882"
"1528105148.130572000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1010"
"1528105148.130578000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","451"
"1528105148.143041000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1072"
"1528105148.143062000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1502"
"1528105148.143070000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","944"
"1528105148.155498000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","830"
"1528105148.155502000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105148.155507000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","566"
"1528105148.155516000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","763"
"1528105148.167886000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1313"
"1528105148.167894000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1196"
"1528105148.167911000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1051"
"1528105148.180317000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1066"
"1528105148.180333000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","580"
"1528105148.180342000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1290"
"1528105148.192774000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1318"
"1528105148.192778000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105148.192783000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","440"
"1528105148.192790000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1424"
"1528105148.205178000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","534"
"1528105148.205185000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1080"
"1528105148.205195000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","853"
"1528105148.217590000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","752"
"1528105148.217598000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","605"
"1528105148.217606000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","968"
"1528105148.230053000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1105"
"1528105148.230061000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105148.230066000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","679"
"1528105148.230084000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","647"
"1528105148.242430000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","959"
"1528105148.242448000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1149"
"1528105148.242457000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1220"
"1528105148.248100000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1364"
"1528105148.248103000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105148.248107000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1302"
"1528105148.248113000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","580"
"1528105148.272949000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","907"
"1528105148.272956000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1116"
"1528105148.272976000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","885"
"1528105148.285356000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1447"
